----- Speed -----
----- Angle -----
224|52400|122176|122400|15343|224|30|979024|34290
34498|65535|122432|156930|15351|34498|-34|1255192|34290
34350|65535|122880|157230|15361|34350|-34|1599646|170932530
34138|65535|123392|157530|15371|34138|-34|1941980|842217776
33926|65535|123904|157830|15381|33926|-34|2282194|925970994
33808|65535|124352|158160|15392|33808|-34|2654736|808925493
33724|65535|124736|158460|15402|33724|-34|2992546|892483896
33542|65535|125248|158790|15413|33542|30|3362482|859321394
33138|65535|125952|159090|15423|33138|-34|3695840|858862131
32670|65535|126720|159390|15433|32670|-34|4024774|842414136
32040|65535|127680|159720|15444|32040|-98|4380492|875639858
31508|65535|128512|160020|15454|31508|-98|4698190|959657525
30976|65535|129344|160320|15464|30976|-98|5010568|926234169
30346|65535|130304|160650|15475|30346|-98|5347844|875770422
29750|65535|131200|160950|15485|29750|-34|5648090|808924981
28992|65535|132288|161280|15496|28992|-34|5970664|875706680
28268|65535|133312|161580|15506|28268|-34|6256346|909129525
27544|65535|134336|161880|15516|27544|-98|6534916|959590713
26914|65535|135296|162210|15527|26914|-34|6834184|809055545
26318|65535|136192|162510|15537|26318|-34|7100110|892678201
25688|65535|137152|162840|15548|25688|-34|7385764|943142450
25028|65535|138112|163140|15558|25028|-34|7638918|842281267
24368|65535|139072|163440|15568|24368|-34|7885664|825766450
23546|65535|140224|163770|15579|23546|-98|8148908|909522741
22822|65535|141248|164070|15589|22822|-98|8380578|842151225
21936|65535|142464|164400|15600|21936|-98|8626368|825569586
21212|65535|143488|164700|15610|21212|-34|8841746|959853877
20424|65535|144576|165000|15620|20424|-98|9049436|859125817
19602|65535|145728|165330|15631|19602|-34|9268976|892481849
18814|65535|146816|165630|15641|18814|-34|9460374|825766962
17928|65535|148032|165960|15652|17928|-98|9662076|909522741
17204|65535|149056|166260|15662|17204|-98|9837502|842151225
16416|65535|150144|166560|15672|16416|-98|10005304|825569586
15530|65535|151360|166890|15683|15530|-98|10180820|909456690
14644|65535|152576|167220|15694|14644|-98|10346590|892614960
13856|65535|153664|167520|15704|13856|-34|10488664|825635385
12906|65535|154944|167850|15715|12906|-98|10635124|859190578
11990|65535|156160|168150|15725|11990|-98|10759114|959527221
10976|65535|157504|168480|15736|10976|-98|10885048|842348853
9996|65535|158784|168780|15746|9996|-98|10989418|875770420
9046|65535|160064|169110|15757|9046|-98|11093610|875575095
8386|65535|161024|169410|15767|8386|-34|11180216|808793909
7790|65535|161920|169710|15777|7790|-34|11260606|959658295
7258|65535|162752|170010|15787|7258|-34|11335548|842544438
6500|65535|163840|170340|15798|6500|-34|11410774|875836469
5712|65535|164928|170640|15808|5712|-98|11471472|875967288
4860|65535|166080|170940|15818|4860|-98|11523842|842479161
4008|65535|167232|171240|15828|4008|-98|11567692|825833268
3220|65535|168320|171540|15838|3220|-98|11603342|842216248
2462|65535|169408|171870|15849|2462|-98|11634150|842412338
1866|65535|170304|172170|15859|1866|-34|11655492|858927412
1334|65535|171136|172470|15869|1334|-34|11671194|876032569
802|46200|171968|172770|15879|802|-34|11681512|892482352
334|-600|172736|173070|15889|334|-34|11686702|842347314
-6|-34600|173376|173370|15899|-6|-34|11687916|171192627
-90|-43000|173760|173670|15909|-90|-34|11687522|171389494
-46|25400|174016|173970|15919|-46|30|11686992|959723832
-96|20400|174336|174240|15928|-96|30|11686328|171062072
-180|12000|174720|174540|15938|-180|30|11684778|171063088
-264|-60400|175104|174840|15948|-264|-34|11682516|942682934
-254|4600|175424|175170|15959|-254|30|11679544|842544690
-240|-58000|175680|175440|15968|-240|-34|11677392|809055796
-38|26200|175808|175770|15979|-38|30|11675900|892678201
70|37000|176000|176070|15989|70|30|11676018|170995762
148|44800|176192|176340|15998|148|30|11676910|167774770
128|42800|176512|176640|16008|128|30|11678120|170932023
142|44200|176768|176910|16017|142|30|11679278|171127344
122|42200|177088|177210|16027|122|30|11680556|171193395
166|46600|177344|177510|16037|166|30|11681826|171260211
180|-16000|177600|177780|16046|180|-34|11683390|170996018
254|55400|177856|178110|16057|254|30|11685942|825243193
268|56800|178112|178380|16066|268|30|11688298|171129137
312|61200|178368|178680|16076|312|30|11691220|171389745
356|65535|178624|178980|16086|356|30|11694454|171258935
306|60600|178944|179250|16095|306|30|11697216|171258681
286|58600|179264|179550|16105|286|30|11699942|170997814
202|50200|179648|179850|16115|202|30|11702148|171192632
152|45200|179968|180120|16124|152|30|11703588|171062070
132|43200|180288|180420|16134|132|30|11704838|170932016
112|41200|180608|180720|16144|112|30|11705888|171323696
92|-24800|180928|181020|16154|92|-34|11706994|171325750
106|-23400|181184|181290|16163|106|-34|11708148|170931511
86|38600|181504|181590|16173|86|30|11709066|825569587
66|36600|181824|181890|16183|66|30|11709656|822086199
16|-32400|182144|182160|16192|16|-34|11710000|822086201
-4|-34400|182464|182460|16202|-4|-34|11710210|170995762
10|31000|182720|182730|16211|10|30|11710244|171062839
-10|-35000|183040|183030|16221|-10|-34|11710202|167774777
-30|-37000|183360|183330|16231|-30|-34|11710088|926364727
78|37800|183552|183630|16241|78|30|11710478|842478646
28|-31200|183872|183900|16250|28|-34|11710930|838863414
72|37200|184128|184200|16260|72|30|11711580|171192628
86|38600|184384|184470|16269|86|30|11712234|167774776
66|36600|184704|184770|16279|66|30|11712824|167774774
80|-26000|184960|185040|16288|80|-34|11713488|167774772
60|36000|185280|185340|16298|60|30|11714146|171063095
74|37400|185536|185610|16307|74|30|11714820|167774773
88|38800|185792|185880|16316|88|30|11715556|167774771
132|43200|186048|186180|16326|132|30|11716422|167774769
176|-16400|186304|186480|16336|176|-34|11717920|171521591
412|65535|186368|186780|16346|412|30|11720946|959787314
554|65535|186496|187050|16355|554|30|11725236|171192627
662|65535|186688|187350|16365|662|30|11731082|171389494
706|65535|186944|187650|16375|706|30|11737816|171194676
720|38000|187200|187920|16384|720|-34|11744368|171325238
828|65535|187392|188220|16394|828|30|11752194|942879285
808|46800|187712|188520|16404|808|-34|11760460|171259954
852|65535|187968|188820|16414|852|30|11768910|875903289
768|42800|188352|189120|16424|768|-34|11777096|171522098
718|37800|188672|189390|16433|718|-34|11783950|943271986
698|65535|188992|189690|16443|698|30|11790924|909654321
550|21000|189440|189990|16453|550|-34|11796994|170996275
466|12600|189824|190290|16463|466|-34|11802032|892809782
382|4200|190208|190590|16473|382|-34|11806166|842544953
298|-4200|190592|190890|16483|298|-34|11809652|171128121
248|54800|190912|191160|16492|248|30|11812148|825372984
164|46400|191296|191460|16502|164|30|11814102|171194425
80|-26000|191680|191760|16512|80|-34|11815216|171258420
60|-28000|192000|192060|16522|60|-34|11816066|170930740
74|-26600|192256|192330|16531|74|-34|11816804|170931255
118|-22200|192512|192630|16541|118|-34|11817914|171259186
162|-17800|192768|192930|16551|162|-34|11819464|942750005
142|-19800|193088|193230|16561|142|-34|11821326|808464437
122|-21800|193408|193530|16571|122|-34|11822796|859059254
102|40200|193728|193830|16581|102|30|11823746|892483893
82|38200|194048|194130|16591|82|30|11824496|171129144
96|39600|194304|194400|16600|96|30|11825240|167774772
76|37600|194624|194700|16610|76|30|11825930|167774770
90|39000|194880|194970|16619|90|30|11826748|167774768
104|40400|195136|195240|16628|104|30|11827692|167774776
84|-25600|195456|195540|16638|84|-34|11828526|171325239
64|36400|195776|195840|16648|64|30|11829160|171520818
78|37800|196032|196110|16657|78|30|11829678|167774776
92|39200|196288|196380|16666|92|30|11830322|167774774
136|43600|196544|196680|16676|136|30|11831484|167774772
150|45000|196800|196950|16685|150|30|11832650|171063095
130|-21000|197120|197250|16695|130|-34|11833944|171260208
110|-23000|197440|197550|16705|110|-34|11835294|808595510
154|45400|197696|197850|16715|154|30|11836828|825570617
198|49800|197952|198150|16725|198|30|11838610|171389238
242|-9800|198208|198450|16735|242|-34|11840960|171455282
350|65000|198400|198750|16745|350|30|11844134|842543669
364|2400|198656|199020|16754|364|-34|11847354|171521590
408|65535|198912|199320|16764|408|30|11851236|170932533
388|4800|199232|199620|16774|388|-34|11855302|171127605
402|6200|199488|199890|16783|402|-34|11859120|171257910
446|65535|199744|200190|16793|446|30|11863446|170930489
362|2200|200128|200490|16803|362|-34|11867380|171522100
342|200|200448|200790|16813|342|-34|11870986|170930225
292|-4800|200768|201060|16822|292|-34|11873878|668978
306|60600|201024|201330|16831|306|30|11876448|2616
256|-8400|201344|201600|16840|256|-34|11878824|2616
270|57000|201600|201870|16849|270|30|11881134|2560
220|52000|201920|202140|16858|220|30|11883186|2560
106|-23400|202304|202410|16867|106|-34|11884596|2560
120|-22000|202560|202680|16876|120|-34|11885812|10
134|-20600|202816|202950|16885|134|-34|11887282|10
148|44800|203072|203220|16894|148|30|11888686|10
196|49600|203264|203460|16902|196|30|11890054|10
146|-19400|203584|203730|16911|146|-34|11891568|10
160|46000|203840|204000|16920|160|30|11892952|10
144|44400|204096|204240|16928|144|30|11894160|10
94|-24600|204416|204510|16937|94|-34|11895206|10
78|-26200|204672|204750|16945|78|-34|11896014|10
92|39200|204928|205020|16954|92|30|11896786|10
76|-26400|205184|205260|16962|76|-34|11897514|10
124|42400|205376|205500|16970|124|30|11898370|10
138|-20200|205632|205770|16979|138|-34|11899684|10
152|45200|205888|206040|16988|152|30|11901188|10
136|-20400|206144|206280|16996|136|-34|11902460|10
150|45000|206400|206550|17005|150|30|11903818|10
198|49800|206592|206790|17013|198|30|11905074|10
212|51200|206848|207060|17022|212|30|11906734|10
260|56000|207040|207300|17030|260|30|11908550|10
274|57400|207296|207570|17039|274|30|11910704|10
258|-8200|207552|207810|17047|258|-34|11912824|10
272|57200|207808|208080|17056|272|30|11915216|10
286|58600|208064|208350|17065|286|30|11917606|10
270|57000|208320|208590|17073|270|30|11919630|10
284|58400|208576|208860|17082|284|30|11921938|10
268|56800|208832|209100|17090|268|30|11924010|10
282|58200|209088|209370|17099|282|30|11926300|10
266|56600|209344|209610|17107|266|30|11928356|10
314|61400|209536|209850|17115|314|30|11930668|10
264|-7600|209856|210120|17124|264|-34|11933308|10
278|-6200|210112|210390|17133|278|-34|11936010|10
262|-7800|210368|210630|17141|262|-34|11938290|10
276|57600|210624|210900|17150|276|30|11940846|10
260|-8000|210880|211140|17158|260|-34|11943110|10
210|-13000|211200|211410|17167|210|-34|11945264|10
160|-18000|211520|211680|17176|160|-34|11947160|10
174|47400|211776|211950|17185|174|30|11948798|10
158|45800|212032|212190|17193|158|30|11950118|10
